"id","created","name","position","foot","height","weight","dob","cityob","countryob","nt","club","age"
"9413b19f","2021-12-30 16:46:17","Alex Meret","GK","75% Left",185,77,"March 22, 1997","Udine","Italy","Italy","Napoli",24
"942b4f90","2021-12-30 16:14:49","Wissam Ben Yedder","FW-MF (AM)","51% Left",170,68,"August 12, 1990","Huéscar","Spain","France","Monaco",31
"94302c52","2021-12-30 16:39:09","Timo Hübers","DF","87% Right",190,82,"July 20, 1996","Hildesheim","Germany",NULL,"Köln",25
"94816803","2021-12-30 16:48:38","Riccardo Sottil","FW","79% Right",180,73,"June 3, 1999","Torino","Italy",NULL,"Fiorentina",22
"94b2001f","2021-12-30 16:47:24","Danilo","DF-MF (FB, right)","88% Right",184,77,"July 15, 1991","Bicas","Brazil","Brazil","Juventus",30
"94c18565","2021-12-30 16:38:48","Florian Kainz","FW-MF (AM)","75% Right",174,67,"October 24, 1992","Graz","Austria","Austria","Köln",29
"94e01ec6","2021-12-30 16:08:00","Jesús Areso","DF","Right",182,NULL,"July 2, 1999","Cascante","Spain",NULL,"Osasuna",22
"94f8d10c","2021-12-30 16:13:29","Duje Ćaleta-Car","DF (CB, left)","71% Right",188,78,"September 17, 1996","Šibenik Općina","Croatia","Croatia","Marseille",25
"95192fe4","2021-12-30 16:17:22","Waniss Taibi","FW","Right",180,71,"March 7, 2002","Limoges","France",NULL,"Angers",19
"952a03fe","2021-12-30 16:53:11","Sebastien De Maio","DF (CB)","84% Right",190,90,"March 5, 1987","Saint-Denis","France",NULL,"Udinese",34
"953c30b0","2021-12-30 16:34:12","Jakob Sørensen","DF-MF",NULL,183,77,"March 3, 1998","Esbjerg","Denmark",NULL,"Norwich City",23
"957e4c87","2021-12-30 16:54:54","Giulio Maggiore","MF (CM)","81% Right",184,69,"March 12, 1998","Genoa","Italy",NULL,"Spezia",23
"958a601f","2021-12-30 16:57:23","Paweł Jaroszyński","DF-MF (FB, left)","78% Left",186,77,"October 2, 1994","Lublin","Poland",NULL,"Salernitana",27
"9591723b","2021-12-30 16:47:05","Jacopo Da Riva","MF",NULL,NULL,NULL,"October 27, 2000",NULL,NULL,NULL,"SPAL",21
"9592289a","2021-12-30 16:51:21","Simone Zaza","FW","84% Left",186,83,"June 25, 1991","Policoro","Italy","Italy","Torino",30
"9593331d","2021-12-30 16:44:22","Hans Nunoo Sarpei","MF","87% Right",178,72,"August 22, 1998","Accra","Ghana",NULL,"Greuther Fürth",23
"95bb6ddc","2021-12-30 16:12:29","Junior Dina Ebimbe","MF","87% Right",182,76,"November 21, 2000","Stains","France",NULL,"Paris Saint-Germain",21
"95d9f4dd","2021-12-30 16:49:35","Alessio Furlanetto","GK","Right",191,80,"February 7, 2002","Motta di Livenza","Italy",NULL,"Lazio",19
"95facda1","2021-12-30 16:56:15","Nahitan Nández","DF-MF (AM-CM-DM, right)","94% Right",172,70,"December 28, 1995","Maldonado Department","Uruguay","Uruguay","Cagliari",26
"961e9e78","2021-12-30 16:19:09","Noa Cervantés","FW","Both",NULL,NULL,"April 16, 2003",NULL,NULL,NULL,"Reims",18
"962e54cb","2021-12-30 16:37:57","Gonçalo Paciência","FW","75% Right",184,79,"August 1, 1994","Porto Municipality","Portugal","Portugal","Eintracht Frankfurt",27
"963829d0","2021-12-30 16:05:28","Manu Trigueros","MF (CM)","73% Right",178,70,"October 17, 1991","Talavera de la Reina","Spain",NULL,"Villarreal",30
"963a328b","2021-12-30 16:52:59","Tolgay Arslan","MF (DM-WM)","89% Right",179,75,"August 16, 1990","Paderborn","Germany",NULL,"Udinese",31
"96593e89","2021-12-30 16:22:32","James Mcatee","MF","Left",180,70,"October 18, 2002","England","United Kingdom",NULL,"Manchester City",19
"9662c9ec","2021-12-30 16:41:35","Patrick Osterhage","MF","Left",186,76,"February 1, 2000","Göttingen","Germany",NULL,"Bochum",21
"96640846","2021-12-30 16:50:10","Samir Ujkani","GK","Right",186,78,"July 5, 1988","Vushtrri","Kosovo","Kosovo","Empoli",33
"96726741","2021-12-30 16:21:38","Loris Mouyokolo","DF","Right",193,81,"May 22, 2001","Drancy","France",NULL,"Lorient",20
"9674002f","2021-12-30 16:22:46","Mason Mount","FW-MF (AM-CM)","89% Right",175,64,"January 10, 1999","Portsmouth","England","England","Chelsea",22
"967f34d3","2021-12-30 16:08:41","Rubén Blanco","GK","80% Right",188,70,"July 25, 1995","Mos","Spain",NULL,"Celta Vigo",26
"968a1c2f","2021-12-30 16:06:24","Oier Zarraga","MF","89% Right",175,75,"January 4, 1999","Getxo","Spain",NULL,"Athletic Club",22
"96e0490d","2021-12-30 16:44:45","Matteo Darmian","DF-MF (CB-FB, right)","82% Right",182,70,"December 2, 1989","Legnano","Italy","Italy","Internazionale",32
"970b8574","2021-12-30 16:44:50","Federico Dimarco","DF-MF","93% Left",175,75,"November 10, 1997","Milan","Italy",NULL,"Internazionale",24
"97220da2","2021-12-30 16:29:45","Armando Broja","FW","Right",191,84,"September 10, 2001","England","United Kingdom","Albania","Southampton",20
"972aeb2a","2021-12-30 16:13:13","William Saliba","DF (CB)","93% Right",193,76,"March 24, 2001","Bondy","France",NULL,"Marseille",20
"97333cf5","2021-12-30 16:29:52","Stuart Armstrong","MF (AM-CM-WM)","80% Right",183,68,"March 30, 1992","Inverness","Scotland","Scotland","Southampton",29
"974322dc","2021-12-30 16:09:22","Iglesias","MF","94% Right",185,77,"July 3, 1998",NULL,NULL,NULL,"Getafe",23
"9744ff80","2021-12-30 16:12:38","Pablo Sarabia","FW-MF (AM-WM)","82% Left",176,70,"May 11, 1992","Madrid","Spain","Spain","Sporting CP",29
"974b8e7f","2021-12-30 16:28:54","Reece Hannam","DF","Left",178,78,"September 19, 2000","England","United Kingdom",NULL,"Crystal Palace",21
"97572117","2021-12-30 16:09:29","Allan Nyom","DF-MF (FB, right)","78% Right",186,81,"May 10, 1988","Neuilly-sur-Seine","France","Cameroon","Getafe",33
"97852360","2021-12-30 16:10:26","Fernando Pacheco","GK","80% Left",187,81,"May 18, 1992","Badajoz","Spain",NULL,"Alavés",29
"97d08e60","2021-12-30 16:06:28","Alex Petxa","DF",NULL,179,67,"February 6, 1997",NULL,NULL,NULL,"Athletic Club",24
"97e8ea97","2021-12-30 16:52:05","Brain Oddei","FW","Left",175,66,"September 18, 2002","Accra","Ghana",NULL,"Crotone",19
"981c1863","2021-12-30 16:08:06","Barbero","FW",NULL,187,NULL,"August 17, 1998",NULL,NULL,NULL,"Osasuna",23
"9823be92","2021-12-30 16:49:37","Samuele Ricci","MF","90% Right",186,59,"August 21, 2001","Pontedera","Italy",NULL,"Empoli",20
"982f1d11","2021-12-30 16:18:05","Noé Sow","MF","Right",180,65,"December 18, 1998","Quimperlé","France",NULL,"Brest",23
"9836e892","2021-12-30 16:15:30","Willem Geubbels","FW","Right",185,72,"August 16, 2001","Villeurbanne","France",NULL,"Nantes",20
"983ff2c7","2021-12-30 16:48:37","Lorenzo Venuti","DF-MF (FB, right)","78% Right",176,66,"April 12, 1995","Montevarchi","Italy",NULL,"Fiorentina",26
"984a5a64","2021-12-30 16:29:38","Kyle Walker-Peters","DF (FB, right)","89% Right",173,63,"April 13, 1997","London","England",NULL,"Southampton",24
"98529579","2021-12-30 16:01:33","Valentino Scotta","DF",NULL,NULL,NULL,"August 10, 2001",NULL,NULL,NULL,"Sevilla",20
"989d5705","2021-12-30 16:33:30","Jeff Hendrick","MF (AM-CM)","88% Right",185,73,"January 31, 1992","Dublin","Republic of Ireland","Republic of Ireland","Newcastle United",29
"98d2c2c4","2021-12-30 16:46:35","Remo Freuler","MF (CM-DM, left)","85% Right",180,80,"April 15, 1992","Ennenda","Switzerland","Switzerland","Atalanta",29
"98ea5115","2021-12-30 16:30:13","David Raya","FW-GK","89% Right",186,81,"September 15, 1995","Barcelona","Spain",NULL,"Brentford",26
"9907b1c8","2021-12-30 16:48:01","Nicolò Zaniolo","FW-MF","89% Left",190,83,"July 2, 1999","Massa","Italy","Italy","Roma",22
"9939e168","2021-12-30 16:07:42","Jon Moncayola","MF","90% Right",182,77,"May 13, 1998","Pamplona","Spain",NULL,"Osasuna",23
"9970da54","2021-12-30 16:10:51","Antonio Sivera","GK","93% Right",184,81,"August 11, 1996","Xàtiva","Spain",NULL,"Alavés",25
"997fff07","2021-12-30 16:49:44","Sebastiano Luperto","DF (CB, left)","88% Left",191,75,"September 6, 1996","Lecce","Italy",NULL,"Empoli",25
"9980269a","2021-12-30 16:15:30","Kalifa Coulibaly","FW","88% Right",197,84,"August 21, 1991","Bamako Region","Mali","Mali","Nantes",30
"99813635","2021-12-30 16:27:46","Adam Lallana","FW-MF (AM-WM)","69% Right",173,67,"May 10, 1988","St Albans","England","England","Brighton & Hove Albion",33
"999ceb5f","2021-12-30 16:21:02","Boubacar Traoré","MF","95% Right",175,67,"August 20, 2001","Bamako","Mali",NULL,"Metz",20
"99be8fb5","2021-12-30 16:38:42","Anthony Ujah","FW","82% Right",183,81,"October 14, 1990","Benue State","Nigeria","Nigeria","Union Berlin",31
"99bebd12","2021-12-30 16:10:51","John Guidetti","FW","83% Right",185,80,"April 15, 1992","Stockholm","Sweden","Sweden","Alavés",29
"99de6b6f","2021-12-30 16:37:25","Benjamin Hübner","DF (CB, left)","84% Left",193,78,"July 4, 1989","Wiesbaden","Germany",NULL,"Hoffenheim",32
"99ea2ddd","2021-12-30 16:11:04","Tomás Alarcón","DF-MF (DM)","92% Right",NULL,NULL,"January 19, 1999","Rancagua","Chile","Chile","Cádiz",22
"99f7e9aa","2021-12-30 16:43:31","Pascal Stenzel","DF-MF (DM-FB, right)","90% Right",183,72,"March 20, 1996","Bünde","Germany",NULL,"Stuttgart",25
"9a0408b6","2021-12-30 16:02:41","Pathé Ciss","MF",NULL,NULL,NULL,"March 16, 1994",NULL,NULL,NULL,"Rayo Vallecano",27
"9a104dee","2021-12-30 16:30:57","Cenk Tosun","FW","67% Right",183,77,"June 7, 1991","Wetzlar","Germany","Turkey","Everton",30
"9a28eba4","2021-12-30 16:26:42","Adama Traoré","FW-MF (WM, right)","88% Right",178,72,"January 25, 1996","l'Hospitalet de Llobregat","Spain","Spain","Wolverhampton Wanderers",25
"9a2e0ccc","2021-12-30 16:40:05","Emil Forsberg","FW-MF (AM-WM, left)","90% Right",178,73,"October 23, 1991","Sundsvall","Sweden","Sweden","RB Leipzig",30
"9a64e67e","2021-12-30 16:03:36","Robin Le Normand","DF (CB)","90% Right",187,84,"November 11, 1996","Pabu","France",NULL,"Real Sociedad",25
"9a71e978","2021-12-30 16:26:54","Ki-Jana Hoever","DF","90% Right",180,67,"January 18, 2002","Amsterdam","Netherlands",NULL,"Wolverhampton Wanderers",19
"9a9c05db","2021-12-30 16:32:08","Matthew Lowton","DF (FB, right)","90% Right",180,78,"June 9, 1989","Chesterfield","England",NULL,"Burnley",32
"9ab16552","2021-12-30 16:37:43","Makoto Hasebe","DF-MF (CB-DM-WM)","80% Right",180,72,"January 18, 1984","Fujieda-shi","Japan","Japan","Eintracht Frankfurt",37
"9ad74b4d","2021-12-30 16:05:24","Cristian","GK","Right",188,82,"March 21, 1998","Gandia","Spain",NULL,"Valencia",23
"9ae9eaea","2021-12-30 16:26:44","Fernando Marçal","DF (FB, left)","91% Left",178,72,"February 19, 1989","São Paulo","Brazil",NULL,"Wolverhampton Wanderers",32
"9af1f9ff","2021-12-30 16:42:32","Louis Beyer","DF","86% Right",187,80,"May 19, 2000","Kempen","Germany",NULL,"Mönchengladbach",21
"9b398aea","2021-12-30 16:26:53","Rayan Aït Nouri","DF-MF","89% Left",179,70,"June 6, 2001","Montreuil-sur-Mer","France",NULL,"Wolverhampton Wanderers",20
"9b5237b1","2021-12-30 16:14:09","Andy Diouf","MF","Left",175,62,"May 17, 2002","Nanterre","France",NULL,"Rennes",19
"9b6f7fd5","2021-12-30 16:18:17","Lucas Paquetá","MF (AM-CM)","86% Left",180,72,"August 27, 1997","Rio de Janeiro","Brazil","Brazil","Lyon",24
"9ba7b4fa","2021-12-30 16:17:19","Enzo Ebosse","DF","89% Left",185,78,"March 11, 1999","Amiens","France",NULL,"Angers",22
"9bb1ad91","2021-12-30 16:54:41","Luca Fiordilino","MF (DM)",NULL,NULL,NULL,"July 25, 1996","Palermo","Italy",NULL,"Venezia",25
"9bbef03e","2021-12-30 16:28:19","Ed Turns","DF","Left",182,78,"October 18, 2002","England","United Kingdom",NULL,"Brighton & Hove Albion",19
"9bdd8118","2021-12-30 16:20:23","Gideon Mensah","DF (FB, left)","87% Left",178,73,"July 18, 1998","Accra","Ghana","Ghana","Bordeaux",23
"9c221d14","2021-12-30 16:18:45","Wout Faes","DF (CB)","87% Right",188,80,"April 3, 1998","Mol","Belgium",NULL,"Reims",23
"9c2b1f11","2021-12-30 16:19:07","Kaj Sierhuis","FW",NULL,180,77,"April 27, 1998","Athens","Greece",NULL,"Heracles Almelo",23
"9c36ed83","2021-12-30 16:05:59","Nicolas Jackson","FW",NULL,186,NULL,"June 20, 2001",NULL,NULL,NULL,"Villarreal",20
"9c4b9442","2021-12-30 16:03:27","Ibrahima Camara","DF",NULL,181,NULL,"January 18, 2003","Madrid","Spain",NULL,"Atlético Madrid",18
"9c94165b","2021-12-30 16:26:03","Luke Shaw","DF-MF (FB-WM, left)","93% Left",185,75,"July 12, 1995","Kingston upon Thames","England","England","Manchester United",26
"9cd28348","2021-12-30 16:19:40","Rudy Kohon","DF",NULL,NULL,NULL,"May 23, 2004",NULL,NULL,NULL,"Troyes",17
"9cd6a9f9","2021-12-30 16:42:18","Gil-Linnart Walther","FW",NULL,NULL,NULL,"March 14, 2003",NULL,NULL,NULL,"Wolfsburg",18
"9d4c45d6","2021-12-30 16:50:12","Roberto Soriano","MF (AM)","81% Right",182,76,"February 8, 1991","Darmstadt","Germany","Italy","Bologna",30
"9d5ab351","2021-12-30 16:56:07","Steeve-Mike Ebongue","MF","Right",180,71,"February 20, 2001",NULL,NULL,NULL,"Cosenza",20
"9d5dcc23","2021-12-30 16:20:58","Lamine Gueye","FW","91% Right",177,72,"March 13, 1998","Dakar","Senegal",NULL,"Metz",23
"9d60028d","2021-12-30 16:55:02","Viktor Kovalenko","MF (AM)","87% Right",182,75,"February 14, 1996","Kherson","Ukraine","Ukraine","Spezia",25
"9d66fbe3","2021-12-30 16:11:46","Roberto Soldado","FW","91% Right",179,72,"May 27, 1985","Valencia","Spain","Spain","Levante",36
"9d8cf204","2021-12-30 16:30:24","Halil Dervişoğlu","FW","Right",183,77,"December 8, 1999","Rotterdam","Netherlands","Turkey","Sparta Rotterdam",22
"9daeac61","2021-12-30 16:17:16","Souleyman Doumbia","DF-MF (FB, left)","88% Left",175,64,"September 24, 1996","Paris","France","Côte d'Ivoire","Angers",25
"9dbb75ca","2021-12-30 16:24:16","Alexandre Lacazette","FW","86% Right",175,73,"May 28, 1991","Lyon","France","France","Arsenal",30
"9dc96f10","2021-12-30 16:26:24","Amad Diallo","FW","Left",173,66,"July 11, 2002","Abidjan","Côte d'Ivoire","Côte d'Ivoire","Manchester United",19
"9ddf7fae","2021-12-30 16:21:06","Cheikh Tidiane Sabaly","FW","Right",168,56,"March 4, 1999","Kolda Region","Senegal",NULL,"Metz",22
"9deaf2c8","2021-12-30 16:29:24","Keinan Davis","FW","Both",179,68,"February 13, 1998","Birmingham","England",NULL,"Aston Villa",23
"9e098912","2021-12-30 16:10:30","Toni Moya","MF","93% Right",180,75,"March 20, 1998","Son Servera","Spain",NULL,"Alavés",23
"9e1035f8","2021-12-30 16:22:30","Ferrán Torres","FW-MF (AM-WM, right)","91% Right",184,77,"February 29, 2000","Foios","Spain","Spain","Barcelona",21
"9e1577aa","2021-12-30 16:48:26","Cristiano Biraghi","DF-MF (FB-WM, left)","87% Left",184,80,"September 1, 1992","Cernusco sul Naviglio","Italy","Italy","Fiorentina",29
"9e525177","2021-12-30 16:25:55","Aaron Wan-Bissaka","DF (FB, right)","94% Right",182,72,"November 26, 1997","Croydon","England",NULL,"Manchester United",24
"9ed40a69","2021-12-30 16:11:15","Chapela","FW",NULL,NULL,NULL,"May 21, 1999",NULL,NULL,NULL,"Cádiz",22
"9ef42479","2021-12-30 16:54:30","Thomas Henry","FW",NULL,192,86,"September 20, 1994","Argenteuil","France",NULL,"Venezia",27
"9f0ea33f","2021-12-30 16:05:52","Sergio Asenjo","GK","84% Right",189,70,"June 28, 1989","Palencia","Spain","Spain","Villarreal",32
"9f0f4b49","2021-12-30 16:19:57","Arial Mendy","DF","Left",178,72,"November 7, 1994","Ziguinchor","Senegal","Senegal","Clermont Foot",27
"9f1893b9","2021-12-30 16:49:02","Felipe Anderson","FW-MF (AM)","87% Right",175,70,"April 15, 1993","Brasília","Brazil","Brazil","Lazio",28
"9f1938ab","2021-12-30 16:31:17","Adam Forshaw","MF","85% Right",185,71,"October 8, 1991","Liverpool","England",NULL,"Leeds United",30
"9f1c2822","2021-12-30 16:19:01","Philippe Koffi","FW","Right",183,74,"March 9, 2002",NULL,NULL,NULL,"Reims",19
"9f29c204","2021-12-30 16:19:24","Oualid El Hajjam","DF (FB, right)","82% Right",180,72,"February 19, 1991","Châteauroux","France","Morocco","Troyes",30
"9f323c71","2021-12-30 16:06:23","Óscar de Marcos","DF-FW-MF (DM-FB, right)","92% Right",180,76,"April 14, 1989","Laguardia","Spain",NULL,"Athletic Club",32
"9f333379","2021-12-30 16:34:09","Christos Tzolis","FW-MF","Right",179,70,"January 30, 2002","Thessaloniki","Greece","Greece","Norwich City",19
"9f472354","2021-12-30 16:29:57","Shane Long","FW","82% Right",180,79,"January 22, 1987","Gortnahoe","Republic of Ireland","Republic of Ireland","Southampton",34
"9f4a940f","2021-12-30 16:18:03","Axel Camblan","FW",NULL,NULL,NULL,"August 30, 2003",NULL,NULL,NULL,"Brest",18
"9f5a610b","2021-12-30 16:53:58","Wladimiro Falcone","GK",NULL,NULL,NULL,"April 12, 1995","Rome","Italy",NULL,"Sampdoria",26
"9f7c837d","2021-12-30 16:30:29","Ben Godfrey","DF-MF (CB)","91% Right",183,79,"January 15, 1998","York","England","England","Everton",23
"9f84febe","2021-12-30 16:47:54","Rick Karsdorp","DF-MF (AM-FB, right)","96% Right",184,80,"February 11, 1995","Rotterdam","Netherlands","Netherlands","Roma",26
"9f8e9423","2021-12-30 16:26:06","Raphaël Varane","DF-MF (CB-DM, right)","60% Right",194,83,"April 25, 1993","Lille","France","France","Manchester United",28
"9f90c06b","2021-12-30 16:21:33","Thomas Fontaine","DF (CB)","72% Left",184,78,"May 8, 1991","Saint-Pierre","Réunion","Madagascar","Lorient",30
"9f941969","2021-12-30 16:41:17","Manuel Riemann","GK","89% Right",186,83,"September 9, 1988","Mühldorf","Germany",NULL,"Bochum",33
"9f979eb2","2021-12-30 16:39:08","Jorge Meré","DF (CB)","78% Right",182,78,"April 17, 1997","Oviedo","Spain",NULL,"Köln",24
"9f9b9269","2021-12-30 16:49:59","Riccardo Fiamozzi","DF (FB, right)","Right",178,77,"May 18, 1993","Mezzocorona","Italy",NULL,"Empoli",28
"9fa26bc2","2021-12-30 16:50:49","Vanja Milinković-Savić","GK","93% Right",202,92,"February 20, 1997","Ourense","Spain","Serbia","Torino",24
"9fbbcf39","2021-12-30 16:26:38","Romain Saïss","DF-MF (CB-CM, left)","89% Left",190,76,"March 26, 1990","Bourg-de-Péage","France","Morocco","Wolverhampton Wanderers",31
"9fc0f253","2021-12-30 16:10:42","Matt Miazga","DF (CB)","86% Right",191,84,"July 19, 1995","Clifton","New Jersey","United States","Alavés",26
"9fec8860","2021-12-30 16:01:28","Ludwig Augustinsson","DF-MF (FB, left)","91% Left",181,75,"April 21, 1994","Stockholm","Sweden","Sweden","Sevilla",27
"a011a1e9","2021-12-30 16:23:57","Owen Beck","DF",NULL,NULL,NULL,"August 9, 2002","Wales","England",NULL,"Liverpool",19
"a01c3d54","2021-12-30 16:11:30","Aitor Fernández","GK","91% Right",182,70,"May 3, 1991","Mondragón","Spain",NULL,"Levante",30
"a0255c67","2021-12-30 16:06:48","Manu Morlanes","MF","84% Right",NULL,NULL,"January 12, 1999",NULL,NULL,NULL,"Espanyol",22
"a0415710","2021-12-30 16:15:00","Ismail Jakobs","DF-MF","90% Left",183,75,"August 17, 1999","Cologne","Germany",NULL,"Monaco",22
"a0666d3e","2021-12-30 16:28:42","Will Hughes","MF (CM)","81% Left",185,73,"April 17, 1995","Weybridge","England",NULL,"Crystal Palace",26
"a0791826","2021-12-30 16:20:56","Farid Boulaya","FW-MF","89% Right",180,65,"February 25, 1993","Vitrolles","France","Algeria","Metz",28
"a08b974a","2021-12-30 16:01:09","Lucas Ocampos","FW-MF (AM-WM)","89% Right",187,84,"July 11, 1994","Quilmes","Argentina","Argentina","Sevilla",27
"a0b4bb3e","2021-12-30 16:00:49","Isco","FW-MF (AM)","90% Right",177,74,"April 21, 1992","Benalmádena","Spain","Spain","Real Madrid",29
"a0d55a09","2021-12-30 16:18:40","Bradley Barcola","FW",NULL,NULL,NULL,"September 2, 2002",NULL,NULL,NULL,"Lyon",19
"a0f9b535","2021-12-30 16:13:48","Flavien Tait","FW-MF (WM, left)","90% Right",175,70,"February 2, 1993","Longjumeau","France",NULL,"Rennes",28
"a111cf41","2021-12-30 16:46:33","Juan Musso","GK","92% Right",191,93,"May 6, 1994","San Nicolás de los Arroyos","Argentina","Argentina","Atalanta",27
"a1232f4e","2021-12-30 16:26:17","Eric Bailly","DF (CB, right)","86% Right",187,77,"April 12, 1994","Abidjan","Côte d'Ivoire","Côte d'Ivoire","Manchester United",27
"a1257b5e","2021-12-30 16:43:02","Frederik Winther","DF",NULL,NULL,NULL,"January 4, 2001",NULL,NULL,NULL,"Augsburg",20
"a167537f","2021-12-30 16:35:09","Julian Brandt","FW-MF (AM-WM, left)","82% Right",185,82,"May 2, 1996","Bremen","Germany","Germany","Dortmund",25
"a171a387","2021-12-30 16:22:05","Ahmed Sidibé","DF",NULL,NULL,NULL,"February 10, 2002",NULL,NULL,NULL,"Saint-Étienne",19
"a179d516","2021-12-30 16:29:56","Willy Caballero","GK","86% Right",185,83,"September 28, 1981","Santa Elena","Argentina","Argentina","Southampton",40
"a17a94d6","2021-12-30 16:18:49","Azor Matusiwa","MF (CM)","81% Right",173,74,"April 28, 1998","Gemeente Hilversum","Netherlands",NULL,"Reims",23
"a182122b","2021-12-30 16:31:04","Reece Welch","DF",NULL,197,75,"September 19, 2003","England","United Kingdom",NULL,"Everton",18
"a1d5bd30","2021-12-30 16:26:06","Marcus Rashford","FW-MF (AM)","90% Right",180,70,"October 31, 1997","Wythenshawe","England","England","Manchester United",24
"a1dbfcb1","2021-12-30 16:19:51","Jodel Dossou","MF (AM, right)","93% Right",180,70,"March 17, 1992","Cotonou","Benin","Benin","Clermont Foot",29
"a2081c6b","2021-12-30 16:27:37","Lewis Brunt","MF",NULL,NULL,NULL,"November 6, 2000","England","United Kingdom",NULL,"Leicester City",21
"a254bbe0","2021-12-30 16:08:55","Antonio Sánchez","MF",NULL,179,NULL,"January 1, 1997","Palma","Spain",NULL,"Mallorca",24
"a2565f79","2021-12-30 16:57:28","Vincenzo Fiorillo","GK","Left",190,75,"January 13, 1990","Genoa","Italy",NULL,"Salernitana",31
"a26fb8aa","2021-12-30 16:46:49","Teun Koopmeiners","DF-MF (CM)","83% Left",186,80,"February 28, 1998","Gemeente Castricum","Netherlands","Netherlands","Atalanta",23
"a29b1131","2021-12-30 16:25:37","Steven Bergwijn","FW-MF","95% Right",178,74,"October 8, 1997","Amsterdam","Netherlands","Netherlands","Tottenham Hotspur",24
"a2a85828","2021-12-30 16:37:58","Aymen Barkok","MF","80% Right",188,75,"May 21, 1998","Frankfurt am Main","Germany","Morocco","Eintracht Frankfurt",23
"a2b105e0","2021-12-30 16:33:09","Sean Longstaff","MF (CM)","79% Right",181,77,"October 30, 1997","North Shields","England",NULL,"Newcastle United",24
"a2b1bca6","2021-12-30 16:09:07","Pere Joan","GK",NULL,188,NULL,"March 22, 2002",NULL,NULL,NULL,"Mallorca",19
"a2c1a8d3","2021-12-30 16:06:25","Julen Agirrezabala","GK",NULL,NULL,NULL,"December 26, 2000",NULL,NULL,NULL,"Athletic Club",21
"a2d873dd","2021-12-30 16:20:11","Hwang Ui-jo","FW-MF","90% Right",184,73,"August 28, 1992","Seongnam-si","Korea Republic","Korea Republic","Bordeaux",29
"a2d9f138","2021-12-30 16:51:54","Matheus Henrique","MF (DM)",NULL,175,71,"December 19, 1997","São Paulo","Brazil","Brazil","Sassuolo",24
"a2e7de6f","2021-12-30 16:44:30","Gideon Jung","DF-MF (CB)","89% Right",189,76,"September 12, 1994","Düsseldorf","Germany",NULL,"Greuther Fürth",27
"a300ac7e","2021-12-30 16:09:52","Lucas Pérez","FW-MF (WM)","89% Left",180,78,"September 10, 1988","A Coruña","Spain",NULL,"Elche",33
"a30a31ee","2021-12-30 16:06:31","Iru","GK",NULL,188,74,"August 22, 1998","Igorre","Spain",NULL,"Athletic Club",23
"a30cb0d4","2021-12-30 16:16:32","Ibrahima Baldé","FW",NULL,NULL,NULL,"January 17, 2003",NULL,NULL,NULL,"Lens",18
"a35134ae","2021-12-30 16:09:00","Aleksandar Sedlar","DF-MF (CB)","86% Right",178,79,"December 13, 1991","Novi Sad","Serbia","Serbia","Mallorca",30
"a36084cd","2021-12-30 16:50:44","Gianmarco Cangiano","FW",NULL,NULL,NULL,"November 16, 2001",NULL,NULL,NULL,"Bologna",20
"a396fb61","2021-12-30 16:41:19","Erhan Mašović","DF","83% Right",187,73,"November 22, 1998","Novi Pazar","Serbia",NULL,"Bochum",23
"a39bb753","2021-12-30 16:00:42","Eden Hazard","FW-MF (AM-WM, left)","86% Right",173,75,"January 7, 1991","La Louvière","Belgium","Belgium","Real Madrid",30
"a39d11bc","2021-12-30 16:41:27","Armel Bella Kotchap","DF (CB)","Right",190,87,"December 11, 2001","Paris","France",NULL,"Bochum",20
"a3b03921","2021-12-30 16:32:59","Joe Willock","MF","89% Right",178,74,"August 20, 1999","Waltham Forest","England",NULL,"Newcastle United",22
"a3c8b4d3","2021-12-30 16:14:08","Loum Tchaouna","FW","Left",NULL,NULL,"September 8, 2003",NULL,NULL,NULL,"Rennes",18
"a3d94a58","2021-12-30 16:25:35","Cristian Romero","DF (CB)","90% Right",185,82,"April 27, 1998","Córdoba","Argentina","Argentina","Tottenham Hotspur",23
"a3ddb1b9","2021-12-30 16:38:57","Mark Uth","FW-MF","84% Left",185,68,"August 24, 1991","Cologne","Germany","Germany","Köln",30
"a3e1d20d","2021-12-30 16:19:58","Jean-Claude Billong","DF (CB)","96% Right",192,86,"December 28, 1993","Mantes-la-Jolie","France","Cameroon","Clermont Foot",28
"a3e4bf46","2021-12-30 16:08:44","Brian Oliván","DF (FB, left)","92% Left",179,NULL,"April 1, 1994","Barcelona","Spain",NULL,"Mallorca",27
"a3f30508","2021-12-30 16:41:49","Luis Hartwig","FW","Right",180,74,"November 23, 2002","Witten","Germany",NULL,"Bochum",19
"a40819d9","2021-12-30 16:48:09","Marash Kumbulla","DF (CB)","81% Right",191,86,"February 8, 2000","Desenzano del Garda","Italy","Albania","Roma",21
"a40d1a92","2021-12-30 16:57:29","Carmine Iannone","MF",NULL,NULL,NULL,"July 19, 2001",NULL,NULL,NULL,"Paganese Calcio 1926",20
"a42aebea","2021-12-30 16:56:48","Isaias Del Pupo","MF","Left",176,70,"March 31, 2001","Argentina","Argentina",NULL,"Cagliari",20
"a44d3a3c","2021-12-30 16:45:43","Pietro Pellegri","FW","Right",196,78,"March 17, 2001","Genoa","Italy","Italy","Milan",20
"a4527d33","2021-12-30 16:17:05","Eiji Kawashima","GK","89% Right",185,74,"March 20, 1983","Yono","Japan","Japan","Strasbourg",38
